epsilon,alpha,steps,random_start,total_samples,clean_correct,adversarial_correct,clean_correct_samples,successful_attacks,clean_accuracy,adversarial_accuracy,accuracy_drop,attack_success_rate
0.03137254901960784,0.00784313725490196,10,True,10000,4639,23,4639,4616,0.4639,0.0023,0.46159999999999995,0.9950420349213193
