epsilon,alpha,steps,random_start,total_samples,clean_correct,adversarial_correct,clean_correct_samples,successful_attacks,clean_accuracy,adversarial_accuracy,accuracy_drop,attack_success_rate
0.03137254901960784,0.00784313725490196,10,True,32,13,1,13,12,0.40625,0.03125,0.375,0.9230769230769231
