full_test_sample_count,backend,gpu,cupy_version,numpy_version,python_version,clean_accuracy,adversarial_accuracy_4_255,adversarial_accuracy_8_255,adversarial_accuracy_16_255,attack_success_rate_4_255,attack_success_rate_8_255,attack_success_rate_16_255,first_tested_gpu_faster_batch_size,best_tested_speedup,best_tested_batch_size,full_10k_evaluation_throughput,full_10k_evaluation_wall_seconds,sample_epsilon_pairs,performance_source,robustness_source
10000,cupy,NVIDIA GeForce RTX 2080 Ti,14.1.1,2.4.6,3.12.13,0.4639,0.0743,0.0099,0.0004,0.8398361715887045,0.9786591937917655,0.9991377452037077,64,2.8822301436224573,128,1891.3943616265192,37.00973283001804,70000,results/curated/ewp3d/20260811T185420645969Z_fgsm_benchmark,results/curated/ewp3e/20260812T115232600695Z_fgsm_cupy
